packet_id,packet_duration,second_frame,src_ip,dest_ip,protocol,length,info,target
PI_504271,0.0070000000000618,SF_181238,fe80::212:744b:4b:4b4b,fe80::212:744c:4c:4c4c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_790824,0.004000000000019,SF_370153,fe80::212:742b:2b:2b2b,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_461949,0.0090000000000145,SF_505096,fe80::212:7405:5:505,fe80::212:743b:3b:3b3b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_453784,0.0090000000000145,SF_181141,fe80::212:7452:52:5252,fe80::212:741b:1b:1b1b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_897348,0.0009999999999763,SF_214527,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_501954,0.0009999999999905,SF_520431,fe80::212:741d:1d:1d1d,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_220151,0.0010000000000047,SF_753114,fe80::212:7438:38:3838,fe80::212:7405:5:505,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_628832,0.0080000000000381,SF_580970,2002:db8::212:7426:26:2626,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_111984,0.3920000000000527,SF_177347,2002:db8::212:7412:12:1212,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_880722,0.0009999999999763,SF_615553,fe80::212:742a:2a:2a2a,fe80::212:7434:34:3434,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_383080,0.6610000000000582,SF_868693,fe80::212:7434:34:3434,fe80::212:742f:2f:2f2f,ICMPv6,102,RPL Control (DODAG Information Object),0
PI_997883,0.0009999999999763,SF_167114,fe80::212:7412:12:1212,fe80::212:7418:18:1818,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_853624,0.3350000000000364,SF_974523,fe80::212:741d:1d:1d1d,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_119403,0.0019999999999811,SF_449948,fe80::212:742c:2c:2c2c,fe80::212:7456:56:5656,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_422433,0.0090000000000145,SF_629034,fe80::212:7434:34:3434,fe80::212:7410:10:1010,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_650841,0.4069999999999254,SF_492568,fe80::212:7409:9:909,fe80::212:740b:b:b0b,ICMPv6,76,Unknown (17),1
PI_844298,0.004000000000019,SF_716285,fe80::212:7448:48:4848,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_338826,0.0019999999999527,SF_702350,fe80::212:7449:49:4949,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_999885,0.0,SF_667730,fe80::212:740a:a:a0a,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_442808,0.0010000000000331,SF_193005,fe80::212:7422:22:2222,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_604788,0.0049999999999954,SF_877156,fe80::212:744a:4a:4a4a,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_753983,0.0010000000000047,SF_117833,fe80::212:7433:33:3333,fe80::212:743f:3f:3f3f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_325391,0.0030000000000427,SF_885484,2002:db8::212:741c:1c:1c1c,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_794911,0.0030000000000427,SF_806833,fe80::212:740a:a:a0a,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_423670,0.0100000000002182,SF_423633,fe80::212:7444:44:4444,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_882533,0.0010000000000331,SF_745171,fe80::212:7412:12:1212,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_621244,0.0049999999999954,SF_429326,fe80::212:7421:21:2121,fe80::212:7437:37:3737,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_162894,0.0019999999999527,SF_787246,fe80::212:740a:a:a0a,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_468582,0.0049999999998817,SF_474340,fe80::212:742d:2d:2d2d,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_815309,0.0009999999997489,SF_870741,fe80::212:7457:57:5757,fe80::212:742e:2e:2e2e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_376393,0.0010000000000047,SF_590987,fe80::212:7437:37:3737,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_831217,0.5990000000001601,SF_513067,fe80::212:7426:26:2626,fe80::212:7455:55:5555,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_778105,0.0019999999999527,SF_378295,fe80::212:7458:58:5858,fe80::212:7434:34:3434,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_524528,0.002999999999929,SF_982479,fe80::212:7411:11:1111,fe80::212:7406:6:606,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_312810,0.66800000000012,SF_553648,2002:db8::212:742e:2e:2e2e,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_207615,0.0059999999999718,SF_974346,fe80::212:7404:4:404,fe80::212:7402:2:202,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_910192,0.4049999999999727,SF_886289,fe80::212:7432:32:3232,fe80::212:7405:5:505,ICMPv6,102,RPL Control (DODAG Information Object),1
PI_699649,0.0009999999999763,SF_630318,fe80::212:741c:1c:1c1c,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_442424,0.0020000000000095,SF_616857,fe80::212:743c:3c:3c3c,fe80::212:741e:1e:1e1e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_704025,0.0090000000000145,SF_225212,2002:db8::212:742e:2e:2e2e,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_533855,0.004000000000019,SF_522342,fe80::212:7444:44:4444,fe80::212:7425:25:2525,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_441609,0.3879999999999199,SF_911712,2002:db8::212:7445:45:4545,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_848294,0.0009999999999763,SF_492278,fe80::212:741f:1f:1f1f,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_662464,0.5869999999999891,SF_695543,fe80::212:7449:49:4949,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_543833,0.3920000000000527,SF_706271,fe80::212:7432:32:3232,fe80::212:7405:5:505,ICMPv6,102,RPL Control (DODAG Information Object),1
PI_811851,0.0820000000000078,SF_804991,fe80::212:7425:25:2525,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_519204,0.0010000000000331,SF_304390,fe80::212:743a:3a:3a3a,fe80::212:743b:3b:3b3b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_281196,0.0019999999999527,SF_943170,fe80::212:742e:2e:2e2e,fe80::212:7430:30:3030,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_718882,0.072999999999979,SF_806833,fe80::212:7422:22:2222,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_609220,0.6269999999999527,SF_579742,fe80::212:7404:4:404,fe80::212:7423:23:2323,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_357471,0.004000000000019,SF_791332,fe80::212:7414:14:1414,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_952050,0.0030000000000427,SF_157326,fe80::212:742a:2a:2a2a,fe80::212:743f:3f:3f3f,ICMPv6,102,RPL Control (DODAG Information Object),1
PI_197661,0.0219999999999913,SF_694935,fe80::212:740e:e:e0e,fe80::212:7411:11:1111,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_780143,0.0009999999999763,SF_244875,fe80::212:7434:34:3434,fe80::212:7413:13:1313,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_693184,0.5900000000001455,SF_130339,fe80::212:7418:18:1818,fe80::212:7455:55:5555,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_117073,0.0020000000000095,SF_580263,fe80::212:7403:3:303,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_357218,0.0009999999999763,SF_493258,fe80::212:7433:33:3333,fe80::212:7414:14:1414,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_697597,0.0009999999999763,SF_662980,fe80::212:742b:2b:2b2b,fe80::212:743f:3f:3f3f,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_296437,0.0070000000000618,SF_980756,2002:db8::212:7445:45:4545,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_188668,0.0010000000000331,SF_256597,fe80::212:7417:17:1717,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_272275,0.0060000000000854,SF_438295,2002:db8::212:740b:b:b0b,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_385205,-0.9979999999999905,SF_493258,fe80::212:7411:11:1111,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_268147,0.0090000000000145,SF_695144,fe80::212:7412:12:1212,fe80::212:741f:1f:1f1f,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_700600,0.004000000000019,SF_805722,fe80::212:7409:9:909,fe80::212:7402:2:202,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_927367,0.004000000000019,SF_342303,fe80::212:7451:51:5151,ff02::1a,ICMPv6,97,Unknown (17),0
PI_983717,0.0049999999999954,SF_541289,fe80::212:743a:3a:3a3a,fe80::212:7456:56:5656,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_672403,0.0049999999998817,SF_701944,2002:db8::212:7405:5:505,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_498640,0.0790000000000077,SF_246477,fe80::212:7405:5:505,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_997422,0.6599999999999682,SF_736983,fe80::212:7455:55:5555,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_762301,0.021000000000015,SF_615553,fe80::212:7408:8:808,fe80::212:7436:36:3636,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_949662,0.0020000000000095,SF_967186,fe80::212:7448:48:4848,fe80::212:7450:50:5050,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_304470,0.0090000000000145,SF_177354,fe80::212:7447:47:4747,fe80::212:741b:1b:1b1b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_853492,0.004000000000019,SF_805722,fe80::212:743e:3e:3e3e,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_704670,0.7560000000000855,SF_315448,fe80::212:743c:3c:3c3c,fe80::212:741e:1e:1e1e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_613168,0.84699999999998,SF_367280,fe80::212:7444:44:4444,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_105704,0.0099999999997635,SF_148762,fe80::212:7433:33:3333,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_456600,0.0219999999999913,SF_615553,fe80::212:7446:46:4646,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_817221,0.5869999999999891,SF_880268,fe80::212:7423:23:2323,fe80::212:7416:16:1616,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_971652,0.73700000000008,SF_396145,2002:db8::212:7452:52:5252,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_505105,0.0039999999999054,SF_859904,fe80::212:743d:3d:3d3d,fe80::212:7411:11:1111,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_240039,0.0090000000000145,SF_462928,fe80::212:743c:3c:3c3c,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_526976,0.0020000000000095,SF_206435,fe80::212:7425:25:2525,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_724559,0.6189999999999145,SF_526833,fe80::212:7420:20:2020,fe80::212:7431:31:3131,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_154918,0.0080000000000381,SF_529498,2002:db8::212:7417:17:1717,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_326256,0.0049999999999954,SF_709699,fe80::212:742f:2f:2f2f,fe80::212:7431:31:3131,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_682176,0.6209999999999809,SF_451161,fe80::212:7414:14:1414,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_370888,0.0030000000000427,SF_774659,fe80::212:7414:14:1414,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_832320,0.9359999999999218,SF_359970,fe80::212:7405:5:505,fe80::212:7410:10:1010,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_351051,0.0029999999999859,SF_672166,fe80::212:7417:17:1717,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_129717,0.0019999999999527,SF_553245,fe80::212:740d:d:d0d,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_535132,0.0010000000000331,SF_505544,fe80::212:7456:56:5656,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_211718,0.3170000000000073,SF_147547,fe80::212:740a:a:a0a,fe80::212:742f:2f:2f2f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_367446,0.0060000000000854,SF_110019,fe80::212:740c:c:c0c,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_216547,0.0060000000000854,SF_492568,fe80::212:7412:12:1212,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_727915,0.0009999999999763,SF_566935,,,IEEE 802.15.4,5,Ack,0
PI_116029,0.0009999999999763,SF_318474,fe80::212:741f:1f:1f1f,fe80::212:7405:5:505,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_617200,0.0010000000000047,SF_728427,fe80::212:7456:56:5656,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_524390,0.004000000000019,SF_815030,2002:db8::212:7438:38:3838,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_337268,0.0009999999999763,SF_594285,fe80::212:7454:54:5454,fe80::212:7458:58:5858,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_584976,0.00100000000009,SF_530037,fe80::212:7444:44:4444,fe80::212:7425:25:2525,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_260381,0.0010000000000331,SF_246162,fe80::212:740c:c:c0c,fe80::212:741f:1f:1f1f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_655462,0.0020000000000095,SF_153046,fe80::212:7410:10:1010,fe80::212:7417:17:1717,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_767565,0.0049999999999954,SF_524502,fe80::212:7439:39:3939,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_895378,0.0009999999999763,SF_835922,fe80::212:7414:14:1414,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_841804,0.0020000000000095,SF_115376,fe80::212:7428:28:2828,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_696543,0.0059999999999718,SF_438295,fe80::212:7441:41:4141,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_420787,0.0020000000000095,SF_550514,fe80::212:7443:43:4343,fe80::212:7411:11:1111,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_437864,0.0030000000000427,SF_170511,fe80::212:743b:3b:3b3b,fe80::212:744c:4c:4c4c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_323009,0.0019999999999527,SF_127122,fe80::212:7439:39:3939,fe80::212:7444:44:4444,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_897583,0.0050000000001091,SF_770207,fe80::212:740a:a:a0a,fe80::212:7408:8:808,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_585662,0.0049999999999954,SF_973668,fe80::212:7415:15:1515,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_489959,0.0030000000000427,SF_859904,fe80::212:7405:5:505,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_363254,0.0080000000000381,SF_637275,fe80::212:741e:1e:1e1e,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_411478,0.0009999999999763,SF_813341,fe80::212:7438:38:3838,fe80::212:740f:f:f0f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_250594,0.0009999999999763,SF_530037,fe80::212:7453:53:5353,fe80::212:740d:d:d0d,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_826043,0.3590000000003783,SF_393339,2002:db8::212:7408:8:808,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_838447,0.0059999999998581,SF_974523,fe80::212:743b:3b:3b3b,fe80::212:7434:34:3434,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_664749,0.0019999999999527,SF_969810,fe80::212:7417:17:1717,fe80::212:7438:38:3838,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_352388,0.0049999999999954,SF_324215,fe80::212:7418:18:1818,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_175503,0.0090000000000145,SF_815923,fe80::212:7405:5:505,fe80::212:743b:3b:3b3b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_132940,0.0,SF_956842,,,IEEE 802.15.4,5,Ack,0
PI_863034,0.0059999999999718,SF_110910,fe80::212:7437:37:3737,fe80::212:743a:3a:3a3a,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_984011,0.0670000000000072,SF_955860,fe80::212:7408:8:808,fe80::212:7436:36:3636,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_317322,0.0010000000000331,SF_576665,fe80::212:7435:35:3535,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_979780,0.4049999999999727,SF_892404,fe80::212:742b:2b:2b2b,fe80::212:741d:1d:1d1d,ICMPv6,102,RPL Control (DODAG Information Object),1
PI_305671,0.0009999999999763,SF_492278,fe80::212:7414:14:1414,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_708084,0.0080000000000381,SF_183748,fe80::212:7420:20:2020,fe80::212:7431:31:3131,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_819918,0.0740000000000691,SF_452072,fe80::212:7420:20:2020,fe80::212:7431:31:3131,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_189460,0.0070000000000618,SF_857624,2002:db8::212:7405:5:505,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_496452,0.0010000000000331,SF_894895,fe80::212:7415:15:1515,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_437766,0.13900000000001,SF_172264,fe80::212:740d:d:d0d,fe80::212:7436:36:3636,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_176848,0.004000000000019,SF_721208,fe80::212:741e:1e:1e1e,fe80::212:740f:f:f0f,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_238982,0.5019999999999527,SF_327818,fe80::212:7444:44:4444,fe80::212:7425:25:2525,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_495380,0.0090000000000145,SF_281171,fe80::212:7425:25:2525,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_433963,0.6469999999999345,SF_194200,fe80::212:744b:4b:4b4b,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_488422,0.0059999999999718,SF_118201,fe80::212:740d:d:d0d,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_133521,0.0080000000000381,SF_827362,fe80::212:7403:3:303,fe80::212:7448:48:4848,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_753059,0.0060000000000854,SF_844979,fe80::212:7416:16:1616,fe80::212:7418:18:1818,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_700139,0.0019999999999527,SF_365405,fe80::212:7449:49:4949,fe80::212:741c:1c:1c1c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_513757,0.0930000000000177,SF_799830,fe80::212:7429:29:2929,fe80::212:7439:39:3939,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_195424,0.0059999999998581,SF_568741,fe80::212:7459:59:5959,fe80::212:741a:1a:1a1a,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_806902,0.0070000000000618,SF_959055,fe80::212:7416:16:1616,fe80::212:7418:18:1818,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_758956,0.0,SF_539090,fe80::212:7436:36:3636,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_269598,0.0080000000000381,SF_681690,fe80::212:7414:14:1414,fe80::212:7428:28:2828,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_820777,0.0,SF_983881,fe80::212:741b:1b:1b1b,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),1
PI_931187,0.0,SF_374507,fe80::212:742d:2d:2d2d,fe80::212:7401:1:101,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_805937,0.0010000000000047,SF_955263,fe80::212:7453:53:5353,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_972143,0.4249999999999545,SF_925745,2002:db8::212:742d:2d:2d2d,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,1
PI_343825,0.0049999999998817,SF_314649,fe80::212:7414:14:1414,fe80::212:7425:25:2525,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_911089,0.0080000000000381,SF_462928,fe80::212:7420:20:2020,fe80::212:7431:31:3131,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_701982,0.0049999999999954,SF_534171,fe80::212:742a:2a:2a2a,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_212099,0.0049999999999954,SF_865625,2002:db8::212:7439:39:3939,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_357681,0.0010000000000331,SF_705410,fe80::212:7406:6:606,fe80::212:7421:21:2121,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_478630,0.0080000000000381,SF_939750,fe80::212:7403:3:303,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_100944,0.0050000000001091,SF_882778,2002:db8::212:7403:3:303,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_164467,0.0090000000000145,SF_861720,fe80::212:7420:20:2020,fe80::212:7454:54:5454,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_617537,0.0009999999999763,SF_839979,fe80::212:742b:2b:2b2b,fe80::212:743f:3f:3f3f,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_355539,0.1070000000000277,SF_404280,fe80::212:7455:55:5555,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_332298,0.0009999999999763,SF_176133,fe80::212:7435:35:3535,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_683188,0.0079999999998108,SF_939750,fe80::212:7447:47:4747,fe80::212:741b:1b:1b1b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_838706,0.0019999999999527,SF_119674,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_506491,0.0020000000000095,SF_472580,fe80::212:7453:53:5353,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_189147,0.3409999999998945,SF_724367,fe80::212:7420:20:2020,fe80::212:7454:54:5454,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_113440,0.0009999999999905,SF_992711,fe80::212:7425:25:2525,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_331617,0.0080000000000381,SF_529498,fe80::212:743c:3c:3c3c,fe80::212:741e:1e:1e1e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_497067,0.0080000000000381,SF_406658,fe80::212:7430:30:3030,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_569234,0.004000000000019,SF_475651,fe80::212:744a:4a:4a4a,fe80::212:7415:15:1515,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_731633,0.0079999999998108,SF_100814,2002:db8::212:741c:1c:1c1c,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_161915,0.3769999999999527,SF_392592,fe80::212:7408:8:808,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_713178,0.3389999999999418,SF_902651,fe80::212:7408:8:808,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_473587,0.0070000000000618,SF_452072,fe80::212:740c:c:c0c,fe80::212:744c:4c:4c4c,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_629036,0.0010000000000047,SF_728422,fe80::212:740e:e:e0e,fe80::212:741d:1d:1d1d,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_385701,0.4200000000000727,SF_758432,2002:db8::212:7437:37:3737,2002:db8::ff:fe00:1,UDP,68,Source port: ultraseek-http  Destination port: rrac,0
PI_739446,0.0010000000000331,SF_865064,fe80::212:7455:55:5555,ff02::1a,ICMPv6,97,RPL Control (DODAG Information Object),0
PI_623260,0.3899999999999863,SF_783565,fe80::212:7409:9:909,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_374732,0.6459999999997308,SF_345749,fe80::212:7459:59:5959,fe80::212:7456:56:5656,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_961291,0.0,SF_628606,fe80::212:7446:46:4646,fe80::212:7422:22:2222,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_401407,0.0010000000000047,SF_765918,fe80::212:741e:1e:1e1e,fe80::212:742b:2b:2b2b,ICMPv6,76,RPL Control (Destination Advertisement Object),0
PI_458766,0.0060000000000854,SF_465020,fe80::212:743c:3c:3c3c,fe80::212:742d:2d:2d2d,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_540991,0.0469999999999686,SF_756820,fe80::212:7440:40:4040,fe80::212:740b:b:b0b,ICMPv6,76,RPL Control (Destination Advertisement Object),1
PI_270116,0.0079999999998108,SF_546722,fe80::212:744a:4a:4a4a,fe80::212:743e:3e:3e3e,ICMPv6,76,RPL Control (Destination Advertisement Object),0
